ENSG	CDS	5utr	3utr	5utr|3utr	intron	intergenic	noncoding_exon	noncoding_intron
ENSG00000081842.13	5	0	2	0	99	0	0	0
ENSG00000149781.8	0	0	0	0	9	0	0	0
ENSG00000226690.2	0	0	0	0	0	0	0	9
ENSG00000039560.9	37	6	3	0	168	0	0	0
ENSG00000251629.2	0	0	0	0	0	0	0	14
ENSG00000271992.1	0	0	0	0	0	0	1	0
ENSG00000173404.3	3	0	3	0	0	0	0	0
ENSG00000101745.11	106	6	6	0	135	0	0	0
ENSG00000162032.11	9	0	1	0	12	0	0	0
ENSG00000111775.2	9	2	1	0	3	0	0	0
ENSG00000214402.6	0	0	0	0	0	0	1	0
ENSG00000167881.10	42	0	10	0	50	0	0	0
ENSG00000254318.1	0	0	0	0	7	0	0	0
ENSG00000232907.3	0	0	0	0	0	0	3	125
ENSG00000169957.8	42	4	12	0	1	0	0	0
ENSG00000137760.10	5	0	1	0	31	0	0	0
ENSG00000270689.1	0	0	0	0	0	0	1	0
ENSG00000248787.1	0	0	0	0	0	0	1	3
ENSG00000168894.5	2	1	0	0	0	0	0	0
ENSG00000259318.1	0	0	0	0	0	0	2	0
ENSG00000135709.8	3	0	2	0	28	0	0	0
ENSG00000237296.5	0	0	0	0	0	0	5	6
ENSG00000244306.5	0	0	0	0	0	0	18	140
ENSG00000227562.1	0	0	0	0	0	0	0	2
ENSG00000272679.1	0	0	0	0	0	0	32	140
ENSG00000243081.2	0	0	0	0	0	0	0	1
ENSG00000260804.2	0	0	0	0	0	0	3	0
ENSG00000233991.2	0	0	0	0	0	0	3	40
ENSG00000106443.10	131	3	5	0	368	0	1	0
ENSG00000197372.5	44	2	3	0	41	0	0	0
ENSG00000265334.1	0	0	0	0	0	0	1	5
ENSG00000263904.1	0	0	0	0	0	0	0	3
ENSG00000128191.9	158	3	10	0	97	0	0	0
ENSG00000181555.15	321	1	0	0	320	0	0	0
ENSG00000237788.1	0	0	0	0	0	0	18	0
ENSG00000255221.2	0	0	0	0	1	0	0	0
ENSG00000242536.1	0	0	0	0	0	0	1	3
ENSG00000271774.1	0	0	0	0	0	0	0	94
ENSG00000214940.4	0	0	0	0	1	0	0	0
ENSG00000051382.4	11	2	3	0	110	0	0	0
ENSG00000179082.3	0	0	0	0	0	0	2	0
ENSG00000253893.2	0	0	0	0	0	0	1	6
ENSG00000112195.8	0	0	1	0	1	0	0	0
ENSG00000172215.5	0	1	0	0	0	0	0	0
ENSG00000239216.1	0	0	0	0	0	0	1	0
ENSG00000137312.10	19	1	2	0	17	0	0	0
ENSG00000228935.1	0	0	0	0	0	0	1	0
ENSG00000259512.3	0	0	0	0	0	0	4	0
ENSG00000259051.1	0	0	0	0	0	0	2	0
ENSG00000115091.7	21	0	25	0	95	0	0	0
ENSG00000139579.8	7	0	0	0	6	0	0	0
ENSG00000105677.7	9	1	1	0	7	0	0	0
ENSG00000268975.1	0	0	0	0	0	0	3	16
ENSG00000155085.11	16	1	0	0	50	0	0	0
ENSG00000257860.1	0	0	0	0	2	0	0	0
ENSG00000237886.1	0	0	0	0	0	0	1	4
ENSG00000213908.3	0	0	0	0	0	0	0	3
ENSG00000228983.4	0	0	0	0	0	0	0	4
ENSG00000172071.7	7	0	2	0	61	0	0	0
ENSG00000176148.11	19	1	5	0	65	0	0	0
ENSG00000238164.2	0	0	0	0	0	0	3	1
ENSG00000215529.8	2	0	0	0	26	0	0	0
ENSG00000267364.1	0	0	0	0	0	0	0	2
ENSG00000198929.8	9	6	5	0	274	0	6	6
ENSG00000129810.10	45	2	6	0	35	0	0	0
ENSG00000157502.8	6	1	2	0	13	0	0	0
ENSG00000258946.1	0	0	0	0	0	0	0	6
ENSG00000236634.1	0	0	0	0	0	0	0	1
ENSG00000047346.8	19	5	1	0	80	0	0	0
ENSG00000188501.7	1	0	0	0	3	0	0	0
ENSG00000131435.8	2	0	0	0	5	0	0	0
ENSG00000128185.5	9	1	0	0	10	0	0	0
ENSG00000268650.3	0	0	0	0	0	0	3	5
ENSG00000179021.5	14	0	5	0	7	0	0	17
ENSG00000173950.11	3	0	4	0	211	0	0	0
ENSG00000260803.1	0	0	0	0	0	0	0	7
ENSG00000246792.2	0	0	0	0	0	0	4	1
ENSG00000204427.7	5	0	0	0	18	0	0	0
ENSG00000183405.5	0	0	0	0	0	0	2	0
ENSG00000187741.10	138	0	3	0	235	0	0	0
ENSG00000200278.1	0	0	0	0	0	0	10	0
ENSG00000229739.1	0	0	0	0	0	0	1	0
ENSG00000260580.1	0	0	0	0	0	0	0	3
ENSG00000178096.8	0	0	4	0	4	0	0	0
ENSG00000148408.8	34	0	2	0	165	0	0	0
ENSG00000259572.1	0	0	0	0	0	0	0	5
ENSG00000166689.10	12	0	0	0	151	0	0	0
ENSG00000138686.5	20	1	2	0	61	0	0	0
ENSG00000188636.3	4	0	14	0	0	0	0	0
ENSG00000172613.3	7	0	3	0	7	0	1	0
ENSG00000231165.3	0	0	0	0	0	0	3	0
ENSG00000203497.2	0	0	0	0	0	0	1	1
ENSG00000259205.2	0	0	0	0	0	0	14	6
ENSG00000091010.4	1	0	0	0	0	0	0	0
ENSG00000270113.1	0	0	0	0	0	0	1	0
ENSG00000255029.1	0	0	0	0	0	0	1	10
ENSG00000256066.1	0	0	0	0	0	0	1	0
ENSG00000196243.5	0	0	0	0	0	0	0	3
ENSG00000197779.9	15	0	12	0	47	0	0	0
ENSG00000244067.1	0	0	0	0	2	0	0	0
ENSG00000264546.1	0	0	0	0	0	0	1	2
ENSG00000232498.1	0	0	0	0	0	0	1	5
ENSG00000260505.1	0	0	0	0	0	0	1	0
ENSG00000176973.7	3	0	2	0	1	0	0	0
ENSG00000240521.1	0	0	0	0	0	0	1	10
ENSG00000225334.1	0	0	0	0	0	0	0	4
ENSG00000165388.8	1	3	1	0	5	0	0	0
ENSG00000099991.12	131	3	1	0	234	0	0	0
ENSG00000257359.1	0	0	0	0	0	0	0	2
ENSG00000115414.14	65	5	2	0	29	0	0	0
ENSG00000146013.6	1	0	0	0	10	0	0	0
ENSG00000177853.10	0	0	0	0	0	0	198	194
ENSG00000235940.1	0	0	0	0	0	0	1	0
ENSG00000234592.1	0	0	0	0	0	0	1	0
ENSG00000242474.1	0	0	0	0	0	0	2	13
ENSG00000229628.1	0	0	0	0	0	0	1	2
ENSG00000128274.11	2	0	0	0	1	0	0	8
ENSG00000255201.1	0	0	0	0	0	0	0	3
ENSG00000135686.8	7	0	2	0	9	0	6	0
ENSG00000126524.5	26	1	2	0	1	0	0	0
ENSG00000135315.7	73	0	0	0	97	0	0	0
ENSG00000253126.1	0	0	0	0	0	0	2	0
ENSG00000169213.6	3	1	12	0	41	0	0	0
ENSG00000233871.1	0	0	0	0	0	0	1	0
ENSG00000240405.1	0	0	0	0	0	0	0	1
ENSG00000144867.7	11	0	3	0	19	0	0	6
ENSG00000180279.5	0	0	0	0	0	0	1	0
ENSG00000053770.7	7	0	4	0	29	0	0	0
ENSG00000128805.10	11	2	1	0	146	0	1	0
ENSG00000174111.8	8	0	3	0	39	0	0	0
ENSG00000260139.2	0	0	0	0	0	0	1	3
ENSG00000120913.19	2	0	2	0	2	0	0	0
ENSG00000260345.1	0	0	0	0	0	0	1	2
ENSG00000229313.1	0	0	0	0	0	0	0	3
ENSG00000116266.6	27	1	3	0	77	0	0	0
ENSG00000257267.1	0	0	0	0	0	0	50	53
ENSG00000176024.12	10	1	0	0	4	0	0	0
ENSG00000239732.2	2	5	0	0	6	0	0	0
ENSG00000269131.1	0	0	0	0	0	0	1	0
ENSG00000223772.1	0	0	0	0	0	0	1	0
ENSG00000177324.9	1	0	0	0	13	0	0	0
ENSG00000163873.5	3	0	3	0	92	0	0	0
ENSG00000213976.3	0	0	0	0	0	0	12	17
ENSG00000205212.3	0	0	0	0	4	0	0	2
ENSG00000203659.4	0	0	0	0	0	0	1	0
ENSG00000179603.13	2	1	1	0	220	0	0	0
ENSG00000250102.1	0	0	0	0	0	0	0	12
ENSG00000183185.5	0	0	0	0	0	0	2	10
ENSG00000189091.8	117	0	14	0	148	0	0	0
ENSG00000129270.11	0	0	0	0	10	0	0	4
ENSG00000272034.1	0	0	0	0	0	0	32	0
ENSG00000207650.1	0	0	0	0	0	0	2	0
ENSG00000200972.1	0	0	0	0	0	0	321	0
ENSG00000267508.1	1	0	0	0	0	0	0	0
ENSG00000267642.1	0	0	0	0	0	0	0	2
ENSG00000167112.7	15	1	5	0	16	0	0	0
ENSG00000227479.1	0	0	0	0	0	0	1	8
ENSG00000230323.1	0	0	0	0	0	0	0	48
ENSG00000256071.1	0	0	0	0	0	0	1	0
ENSG00000179091.4	14	0	1	0	4	0	0	0
ENSG00000142546.9	15	2	0	0	23	0	0	0
ENSG00000109171.10	13	1	4	0	63	0	0	0
ENSG00000177469.12	2	1	1	0	7	0	0	0
ENSG00000237017.1	0	0	0	0	0	0	4	1
ENSG00000261838.1	0	0	0	0	0	0	0	2
ENSG00000224188.1	0	0	0	0	0	0	1	0
ENSG00000074706.9	0	0	1	0	26	0	0	0
ENSG00000257950.3	0	0	0	0	0	0	11	15
ENSG00000255400.1	0	0	0	0	0	0	1	2
ENSG00000270344.1	0	0	0	0	0	0	0	13
ENSG00000128510.6	0	0	0	0	6	0	0	0
ENSG00000118420.12	12	0	1	0	284	0	0	0
ENSG00000239961.2	0	0	1	0	1	0	0	0
ENSG00000040731.6	1	0	0	0	22	0	0	0
ENSG00000228643.1	0	0	0	0	0	0	0	5
ENSG00000229262.1	0	0	0	0	0	0	0	1
ENSG00000084628.5	1	0	0	0	23	0	0	0
ENSG00000239002.2	0	0	0	0	0	0	136	0
ENSG00000233571.1	0	0	0	0	0	0	1	75
ENSG00000227053.1	0	0	0	0	0	0	0	1
ENSG00000187461.5	1	1	1	0	15	0	0	0
ENSG00000249112.1	0	0	0	0	0	0	1	0
ENSG00000179988.9	2	0	0	0	7	0	0	12
ENSG00000116288.8	12	2	2	0	25	0	0	0
ENSG00000140350.11	39	3	6	0	108	0	0	0
ENSG00000120306.5	0	0	1	0	47	0	0	30
ENSG00000117245.8	20	0	1	0	29	0	0	0
ENSG00000239382.6	10	2	0	0	7	0	0	0
ENSG00000272780.1	0	0	0	0	0	0	7	27
ENSG00000227165.3	0	0	0	0	0	0	3	49
ENSG00000088726.11	0	0	0	0	13	0	0	0
ENSG00000152022.7	2	1	7	0	22	0	0	0
ENSG00000204851.5	0	0	2	0	0	0	0	1
ENSG00000228639.2	0	0	0	0	0	0	0	3
ENSG00000249803.1	0	0	0	0	0	0	0	12
ENSG00000273155.1	12	0	0	0	35	0	0	0
ENSG00000225529.2	0	0	0	0	0	0	0	3
ENSG00000241732.1	0	0	0	0	0	0	2	0
ENSG00000262098.1	0	0	0	0	0	0	0	1
ENSG00000081051.3	8	0	1	0	6	0	0	1
ENSG00000143933.12	34	0	5	0	55	0	0	0
ENSG00000238033.1	0	0	0	0	0	0	0	1
ENSG00000101188.4	2	0	0	0	15	0	0	0
ENSG00000229613.1	0	0	0	0	0	0	0	29
ENSG00000269728.1	0	0	0	0	0	0	15	0
ENSG00000255240.1	0	0	0	0	0	0	1	12
ENSG00000234504.2	0	0	0	0	0	0	2	14
ENSG00000180447.5	11	5	3	0	0	0	0	0
ENSG00000160808.5	1	1	0	0	16	0	0	0
ENSG00000261520.1	0	0	0	0	0	0	2	4
ENSG00000166126.6	0	0	0	0	6	0	1	0
ENSG00000187140.4	9	0	1	0	0	0	0	0
ENSG00000138771.10	13	0	0	0	74	0	0	0
ENSG00000196933.5	0	0	0	0	0	0	1	0
ENSG00000165643.6	0	0	0	0	2	0	0	0
ENSG00000179163.11	1	0	2	0	5	0	0	0
ENSG00000236714.1	0	0	0	0	0	0	0	2
ENSG00000259239.1	0	0	0	0	0	0	2	0
ENSG00000248964.2	0	0	0	0	0	0	0	5
ENSG00000170298.11	0	0	0	0	1	0	0	0
ENSG00000188393.4	0	0	0	0	4	0	0	0
ENSG00000182866.12	2	0	1	0	11	0	0	0
ENSG00000249430.1	0	0	0	0	0	0	3	57
ENSG00000271998.1	0	0	0	0	0	0	5	0
ENSG00000198643.2	0	0	0	0	9	0	0	0
ENSG00000160410.10	30	0	0	0	20	0	0	0
ENSG00000260848.1	0	0	0	0	0	0	0	3
ENSG00000109189.8	7	0	9	0	43	0	0	0
ENSG00000224982.2	0	0	0	0	9	0	0	0
ENSG00000236069.1	0	0	0	0	0	0	0	1
ENSG00000177294.6	0	0	0	0	1	0	0	0
ENSG00000198901.9	209	1	16	0	65	0	0	0
ENSG00000025770.14	50	4	2	0	23	0	0	0
ENSG00000256739.1	0	0	0	0	0	0	0	2
ENSG00000087842.6	2	1	0	0	36	0	0	0
ENSG00000040633.8	19	1	1	0	8	0	0	0
ENSG00000117222.9	30	2	9	0	34	0	0	0
ENSG00000244227.1	0	0	0	0	0	0	1	3
ENSG00000151687.10	4	1	0	0	44	0	0	7
ENSG00000228956.4	0	0	0	0	0	0	3	138
ENSG00000164715.5	39	2	18	0	100	0	0	0
ENSG00000264007.1	0	0	0	0	0	0	2	0
ENSG00000236740.2	0	0	0	0	0	0	1	12
ENSG00000260257.1	0	0	0	0	0	0	5	0
ENSG00000238625.1	0	0	0	0	0	0	1	0
ENSG00000182393.2	0	1	0	0	3	0	0	0
ENSG00000248816.1	0	0	0	0	0	0	0	1
ENSG00000244122.2	0	0	0	0	10	0	0	0
ENSG00000261399.1	0	0	0	0	0	0	1	0
ENSG00000207002.1	0	0	0	0	0	0	1	0
ENSG00000138347.11	0	0	0	0	10	0	0	0
ENSG00000231083.1	0	0	0	0	0	0	0	7
ENSG00000268797.1	0	0	0	0	0	0	1	62
ENSG00000091490.6	12	1	2	0	51	0	0	0
ENSG00000147955.12	9	5	45	0	2	0	0	0
ENSG00000171992.8	5	0	6	0	23	0	0	0
ENSG00000258978.1	0	0	0	0	0	0	1	0
ENSG00000254064.1	0	0	0	0	0	0	0	1
ENSG00000257831.1	0	0	0	0	0	0	0	6
ENSG00000165416.10	17	1	29	0	20	0	0	0
ENSG00000099331.9	82	0	0	0	85	0	0	0
ENSG00000258202.1	0	0	0	0	0	0	0	8
ENSG00000225489.2	0	0	0	0	0	0	0	5
ENSG00000109208.4	1	0	0	0	1	0	0	0
ENSG00000123636.13	123	3	0	0	188	0	0	0
ENSG00000166396.8	0	0	0	0	4	0	0	0
ENSG00000178773.10	4	0	1	0	10	0	0	0
ENSG00000119922.7	81	9	63	0	15	0	0	0
ENSG00000273253.1	0	0	0	0	0	0	1	2
ENSG00000196826.7	4	0	1	0	92	0	0	0
ENSG00000230772.1	0	0	0	0	0	0	3	0
ENSG00000236274.1	0	0	0	0	0	0	0	1
ENSG00000099246.12	4	0	8	0	49	0	0	0
ENSG00000229990.2	0	0	0	0	0	0	0	1
ENSG00000273328.1	0	0	0	0	0	0	3	28
ENSG00000240288.3	0	0	0	0	0	0	22	24
ENSG00000092036.12	16	0	1	0	14	0	0	0
ENSG00000261420.1	0	0	0	0	0	0	2	0
ENSG00000215014.3	0	0	1	0	0	0	0	0
ENSG00000271717.1	0	0	0	0	0	0	0	3
ENSG00000170089.11	0	0	0	0	0	0	6	39
ENSG00000227060.2	0	0	0	0	0	0	0	6
ENSG00000110074.6	9	1	1	0	21	0	0	0
ENSG00000013725.10	1	0	0	0	13	0	0	0
ENSG00000078725.8	0	1	0	0	38	0	0	2
ENSG00000235610.1	0	0	0	0	0	0	0	1
ENSG00000261574.1	0	0	0	0	0	0	2	93
ENSG00000252531.1	0	0	0	0	0	0	1	0
ENSG00000231332.2	0	0	0	0	0	0	1	0
ENSG00000269509.1	0	0	0	0	0	0	1	0
ENSG00000127554.12	5	0	3	0	1	0	0	0
ENSG00000094914.8	15	1	0	0	20	0	0	0
ENSG00000179930.5	1	0	2	0	0	0	0	0
ENSG00000238231.2	0	0	0	0	0	0	2	0
ENSG00000186283.9	6	0	1	0	16	0	0	0
ENSG00000108559.7	37	1	0	0	49	0	0	48
ENSG00000132274.11	12	3	8	0	30	0	0	0
ENSG00000264659.1	0	0	0	0	0	0	0	1
ENSG00000202198.1	0	0	0	0	0	0	2193	0
ENSG00000019169.9	0	1	0	0	9	0	0	0
ENSG00000185630.14	7	1	9	0	514	0	0	5
ENSG00000205643.6	3	0	1	0	5	0	0	0
ENSG00000112640.10	27	1	3	0	29	0	0	0
ENSG00000165821.7	15	2	3	0	2	0	0	0
ENSG00000251614.1	0	0	0	0	0	0	0	1
ENSG00000204305.9	6	1	0	0	3	0	0	0
ENSG00000251002.3	0	0	0	0	0	0	0	24
ENSG00000213809.4	0	0	0	0	1	0	0	0
ENSG00000254685.2	3	0	6	0	8	0	1	7
ENSG00000189433.5	0	0	2	0	0	0	0	0
ENSG00000232224.1	0	0	0	0	0	0	5	4
ENSG00000251371.1	0	0	0	0	0	0	0	1
ENSG00000223634.1	0	0	0	0	0	0	1	0
ENSG00000101158.8	60	0	4	0	30	0	0	0
ENSG00000177191.2	0	1	0	0	3	0	0	0
ENSG00000224786.1	0	0	0	0	0	0	0	1
ENSG00000088367.16	15	0	6	0	96	0	0	0
ENSG00000006210.6	0	1	1	0	1	0	0	0
ENSG00000256705.3	0	0	0	0	0	0	0	1
ENSG00000133958.9	2	0	0	0	90	0	0	0
ENSG00000023697.8	9	0	3	0	117	0	0	0
ENSG00000247315.2	0	0	0	0	0	0	8	2
ENSG00000137841.7	1	0	0	0	6	0	0	6
ENSG00000133818.8	12	3	3	0	125	0	0	0
ENSG00000106976.14	112	0	9	0	147	0	0	0
ENSG00000245748.1	0	0	0	0	0	0	0	6
ENSG00000234479.2	0	0	0	0	0	0	0	3
ENSG00000261783.1	0	0	0	0	0	0	0	1
ENSG00000238004.1	0	0	0	0	0	0	1	0
ENSG00000207725.1	0	0	0	0	0	0	3	0
ENSG00000250269.1	0	0	0	0	0	0	1	0
ENSG00000108100.13	8	2	5	0	220	0	0	0
ENSG00000226758.1	0	0	0	0	0	0	0	15
ENSG00000213411.2	0	0	0	0	0	0	1	3
ENSG00000269894.1	0	0	0	0	0	0	2	0
ENSG00000189339.7	5	0	14	0	21	0	0	0
ENSG00000148396.14	131	3	11	0	34	0	0	0
ENSG00000250306.1	0	0	0	0	0	0	2	0
ENSG00000255670.1	0	0	0	0	0	0	0	4
ENSG00000164109.9	3	1	15	0	2	0	0	0
ENSG00000230797.2	8	2	1	0	0	0	0	0
ENSG00000238556.1	0	0	0	0	0	0	3	0
ENSG00000229800.1	0	0	0	0	0	0	1	0
ENSG00000161328.10	7	0	0	0	5	0	0	0
ENSG00000163581.9	0	0	0	0	3	0	0	0
ENSG00000118849.5	0	0	0	0	10	0	0	0
ENSG00000176082.5	0	0	0	0	0	0	2	0
ENSG00000117143.9	15	1	1	0	33	0	0	0
ENSG00000156876.8	64	1	13	0	72	0	0	0
ENSG00000172508.6	0	0	2	0	0	0	0	0
ENSG00000137558.3	0	0	2	0	6	0	0	0
ENSG00000211683.3	0	0	0	0	0	0	5	11
ENSG00000205534.5	0	0	0	0	0	0	0	44
ENSG00000075407.13	62	8	79	0	63	0	0	0
ENSG00000254100.1	0	0	0	0	0	0	0	2
ENSG00000254896.1	0	0	0	0	0	0	0	1
ENSG00000205339.5	140	2	14	0	258	0	0	0
ENSG00000229805.1	0	0	0	0	0	0	0	3
ENSG00000248858.3	0	0	0	0	0	0	0	33
ENSG00000123268.4	9	0	5	0	79	0	0	0
ENSG00000229057.1	0	0	0	0	0	0	6	1
ENSG00000130201.3	1	0	0	0	9	0	0	0
ENSG00000188223.9	0	0	0	0	0	0	9	11
ENSG00000261396.1	0	0	0	0	0	0	0	3
ENSG00000137486.12	1	0	3	0	45	0	0	0
ENSG00000100221.6	3	7	5	0	14	0	0	0
ENSG00000264939.1	0	0	0	0	0	0	1	0
ENSG00000043039.5	1	0	0	0	21	0	0	0
ENSG00000196275.9	0	0	0	0	3	0	0	0
ENSG00000249055.1	0	0	0	0	0	0	3	0
ENSG00000227210.1	0	0	0	0	0	0	0	4
ENSG00000214597.4	2	0	0	0	2	0	1	0
ENSG00000237054.5	0	0	0	0	0	0	2	2
ENSG00000203809.5	0	0	0	0	0	0	0	2
ENSG00000025796.9	121	7	16	0	228	0	0	0
ENSG00000101150.13	10	0	5	0	43	0	0	0
ENSG00000174405.9	8	0	5	0	12	0	0	0
ENSG00000100926.10	52	2	0	0	42	0	0	0
ENSG00000268964.1	1	0	0	0	3	0	0	0
ENSG00000109943.4	0	0	0	0	2	0	0	0
ENSG00000243572.1	0	0	0	0	0	0	0	3
ENSG00000140832.5	0	0	1	0	5	0	0	0
ENSG00000187837.2	133	33	0	0	0	0	0	0
ENSG00000267238.1	0	0	0	0	0	0	0	1
ENSG00000228672.2	9	0	0	0	0	0	0	0
ENSG00000247572.3	0	0	0	0	0	0	16	223
ENSG00000102401.15	5	13	18	0	2	0	0	0
ENSG00000171595.9	1	0	0	0	8	0	0	0
ENSG00000213188.3	0	0	0	0	0	0	3	0
ENSG00000169248.8	0	1	2	0	0	0	0	0
ENSG00000086827.4	28	0	0	0	35	0	0	0
ENSG00000250564.1	0	0	0	0	0	0	0	11
ENSG00000224959.1	0	0	0	0	0	0	1	0
ENSG00000134240.7	0	0	1	0	2	0	0	0
ENSG00000259402.1	0	0	0	0	0	0	1	0
ENSG00000183734.4	0	0	1	0	0	0	0	0
ENSG00000257794.1	0	0	0	0	0	0	1	0
ENSG00000146151.8	0	0	2	0	35	0	0	0
ENSG00000254463.1	0	0	0	0	0	0	7	0
ENSG00000236039.1	0	0	0	0	0	0	0	3
ENSG00000269430.1	3	0	3	0	0	0	0	0
ENSG00000205213.9	10	3	8	0	88	0	0	0
ENSG00000130770.13	30	0	12	0	1	0	0	0
ENSG00000184388.4	0	0	1	0	0	0	0	0
ENSG00000197165.6	0	1	0	0	0	0	0	0
ENSG00000078081.3	4	1	2	0	23	0	0	0
ENSG00000234979.1	0	0	0	0	0	0	0	2
ENSG00000186603.4	1	0	0	0	0	0	0	0
ENSG00000145990.6	6	0	9	0	112	0	0	0
ENSG00000230747.1	0	0	0	0	0	0	0	6
ENSG00000211820.1	0	0	0	0	0	0	1	0
ENSG00000225369.1	0	0	0	0	0	0	1	0
ENSG00000109205.12	0	0	0	0	1	0	0	0
ENSG00000107643.11	18	1	7	0	433	0	0	0
ENSG00000115353.6	0	1	0	0	22	0	0	0
ENSG00000101161.6	104	4	0	0	67	0	0	0
ENSG00000138294.9	0	0	0	0	1	0	0	0
ENSG00000227355.1	0	0	0	0	0	0	0	232
ENSG00000254588.1	0	0	0	0	0	0	0	1
ENSG00000267283.1	0	0	0	0	0	0	1	0
ENSG00000141068.9	19	2	2	0	111	0	0	0
ENSG00000112531.12	45	12	48	0	315	0	2	0
ENSG00000224187.1	0	0	0	0	0	0	0	7
ENSG00000261537.1	0	0	0	0	0	0	3	12
ENSG00000235653.1	0	0	0	0	0	0	1	0
ENSG00000215455.4	0	0	1	0	0	0	0	0
ENSG00000163106.6	0	0	0	0	4	0	0	0
ENSG00000147316.8	32	0	2	0	169	0	0	0
ENSG00000153046.13	51	2	3	0	271	0	0	0
ENSG00000249694.2	0	0	0	0	0	0	0	3
ENSG00000205927.4	3	3	0	0	0	0	0	0
ENSG00000095906.12	9	0	2	0	11	0	0	0
ENSG00000214919.2	0	0	2	0	0	0	0	0
ENSG00000266930.2	0	0	0	0	0	0	0	3
ENSG00000226296.1	0	0	0	0	0	0	0	3
ENSG00000119487.12	32	5	2	0	401	0	0	0
ENSG00000173557.10	0	0	0	0	8	0	0	0
ENSG00000226148.1	0	0	0	0	0	0	1	0
ENSG00000083099.6	11	0	28	0	12	0	0	8
ENSG00000230302.2	0	0	0	0	0	0	1	0
ENSG00000237499.2	0	0	0	0	0	0	0	13
ENSG00000165650.7	73	1	12	0	138	0	0	0
ENSG00000260583.1	0	0	0	0	0	0	1	0
ENSG00000176834.9	5	0	2	0	16	0	4	28
ENSG00000254532.1	0	0	0	0	0	0	0	6
